CountryName|City Parent Division|CityName|Variant Names|Coordinate
Brazil|São Paulo|Morro Agudo|\N|-48.07,-20.73,0
Brazil|São Paulo|Guararapes|\N|-50.65,-21.25,0
Brazil|São Paulo|Santa Fé do Sul|\N|-50.94,-20.21,0
Brazil|São Paulo|Cândido Mota|\N|-50.38,-22.71,0
Brazil|São Paulo|Descalvado|\N|-47.62,-21.9,0
Brazil|São Paulo|Osvaldo Cruz|\N|-50.88,-21.79,0
Brazil|São Paulo|São Pedro|\N|-47.9,-22.56,0
Brazil|São Paulo|Igarapava|\N|-47.79,-20.05,0
Brazil|São Paulo|Rancharia|\N|-50.89,-22.23,0
Brazil|São Paulo|Piraju|\N|-49.39,-23.2,0
Brazil|São Paulo|Socorro|\N|-46.53,-22.6,0
Brazil|São Paulo|Ibiúna|\N|-47.22,-23.65,0
Brazil|São Paulo|Piracaia|\N|-46.36,-23.05,0
Brazil|São Paulo|Biritiba-Mirim|\N|-46.03,-23.58,0
Brazil|São Paulo|Iguape|\N|-47.57,-24.72,0
Brazil|São Paulo|Cachoeira Paulista|\N|-45.02,-22.67,0
Brazil|São Paulo|Mirandópolis|\N|-51.11,-21.13,0
Brazil|São Paulo|Conchal|\N|-47.17,-22.33,0
Brazil|São Paulo|Piedade|\N|-47.42,-23.71,0
Brazil|São Paulo|Dois Córregos|\N|-48.35,-22.36,0
Brazil|São Paulo|Pirapozinho|\N|-51.5,-22.26,0
Brazil|São Paulo|Santa Rita do Passa Quatro|\N|-47.47,-21.7,0
Brazil|São Paulo|Ilha Soltera|Ilha Solteira|-51.34,-20.38,0
Brazil|São Paulo|Casa Branca|\N|-47.08,-21.78,0
Brazil|São Paulo|Guararema|\N|-46.04,-23.42,0
Brazil|São Paulo|Igaraçu do Tietê|\N|-48.57,-22.52,0
Brazil|São Paulo|Serra Negra|\N|-46.7,-22.6,0
Brazil|São Paulo|Laranjal Paulista|\N|-47.85,-23.07,0
Brazil|São Paulo|Santa Rosa de Viterbo|Santa Rosa Viterbo|-47.37,-21.48,0
Brazil|São Paulo|Pereira Barreto|\N|-51.11,-20.63,0
Brazil|São Paulo|Santa Gertrudes|\N|-47.52,-22.47,0
Brazil|São Paulo|Juquitiba|\N|-47.05,-23.95,0
Brazil|Sergipe|Aracaju|\N|-37.07,-10.91,0
Brazil|Sergipe|Nossa Senhora do Socorro|\N|-37.12,-10.87,0
Brazil|Sergipe|Itabaiana|\N|-37.43,-10.68,0
Brazil|Sergipe|São Cristóvão|\N|-37.21,-11.01,0
Brazil|Sergipe|Estância|\N|-37.45,-11.27,0
Brazil|Sergipe|Lagarto|\N|-37.67,-10.9,0
Brazil|Sergipe|Tobias Barreto|\N|-38.02,-11.18,0
Brazil|Sergipe|Propriá|\N|-36.85,-10.21,0
Brazil|Sergipe|Barra dos Coqueiros|\N|-37.05,-10.9,0
Brazil|Sergipe|Nossa Senhora da Glória|\N|-37.42,-10.21,0
Brazil|Tocantins|Palmas|\N|-48.31,-10.27,0
Brazil|Tocantins|Araguaína|\N|-48.21,-7.19,0
Brazil|Tocantins|Gurupi|\N|-49.06,-11.72,0
Brazil|Tocantins|Paraíso|Paraíso do Tocantins|-48.77,-10.03,0
Brazil|Tocantins|Porto Nacional|\N|-48.42,-10.7,0
Brazil|Tocantins|Colinas do Tocantins|\N|-48.38,-8.02,0
Chile|Aisén|Coihaique|\N|-72.07,-45.57,0
Chile|Aisén|Puerto Aisén|\N|-72.7,-45.4,0
Chile|Aisén|Chile Chico|\N|-71.73,-46.55,0
Chile|Aisén|Puerto Cisnes|\N|-72.7,-44.75,0
Chile|Antofagasta|Antofagasta|\N|-70.39,-23.65,0
Chile|Antofagasta|Calama|\N|-68.92,-22.45,0
Chile|Antofagasta|Tocopilla|\N|-70.19,-22.09,0
Chile|Antofagasta|Mejillones|\N|-70.45,-23.1,0
Chile|Antofagasta|Taltal|\N|-70.47,-25.4,0
Chile|Antofagasta|Chuquicamata|\N|-68.93,-22.32,0
Chile|Antofagasta|María Elena|\N|-69.67,-22.35,0
Chile|Antofagasta|San Pedro de Atacama|\N|-68.22,-22.92,0
Chile|Araucanía|Temuco|Temuko|-72.58,-38.73,0
Chile|Araucanía|Angol|\N|-72.71,-37.79,0
Chile|Araucanía|Padre las Casas|\N|-72.6,-38.77,0
Chile|Araucanía|Villarica|Villarrica|-72.23,-39.28,0
Chile|Araucanía|Victoria|\N|-72.34,-38.24,0
Chile|Araucanía|Lautaro|\N|-72.44,-38.53,0
Chile|Araucanía|Pucón|\N|-71.97,-39.27,0
Chile|Araucanía|Nueva Imperial|\N|-72.96,-38.74,0
Chile|Araucanía|Pitrufquén|\N|-72.65,-38.98,0
Chile|Araucanía|Collipulli|\N|-72.43,-37.96,0
Chile|Araucanía|Loncoche|Lancoche|-72.63,-39.37,0
Chile|Araucanía|Traiguén|\N|-72.68,-38.25,0
Chile|Araucanía|Curacautín|\N|-71.88,-38.43,0
Chile|Araucanía|Carahue|\N|-73.17,-38.71,0
Chile|Araucanía|Labranza|\N|-72.75,-38.75,0
Chile|Araucanía|Cunco|\N|-72.03,-38.92,0
Chile|Araucanía|Gorbea|\N|-72.68,-39.1,0
Chile|Araucanía|Freire|\N|-72.63,-38.96,0
Chile|Araucanía|Purén|\N|-73.08,-38.02,0
Chile|Araucanía|Vilcún|\N|-72.23,-38.67,0
Chile|Araucanía|Renaico|\N|-72.58,-37.67,0
Chile|Araucanía|Cholchol|\N|-72.85,-38.6,0
Chile|Araucanía|Quepe|\N|-72.62,-38.85,0
Chile|Araucanía|Perquenco|\N|-72.38,-38.42,0
Chile|Araucanía|Galvarino|\N|-72.78,-38.4,0
Chile|Araucanía|Teodoro Schmidt|\N|-73.05,-38.97,0
Chile|Araucanía|Los Sauces|\N|-72.83,-37.97,0
Chile|Araucanía|Pillanlelbún|\N|-72.47,-38.62,0
Chile|Araucanía|Cajón|\N|-72.5,-38.67,0
Chile|Araucanía|Nueva Toltén|\N|-73.23,-39.22,0
Chile|Araucanía|Capitán Pastene|\N|-73,-38.18,0
Chile|Atacama|Copiapó|\N|-70.34,-27.36,0
Chile|Atacama|Vallenar|\N|-70.76,-28.57,0
Chile|Atacama|Caldera|\N|-70.83,-27.07,0
Chile|Atacama|Chañaral|\N|-71.43,-29.03,0
Chile|Atacama|Tierra Amarilla|\N|-70.28,-27.48,0
Chile|Atacama|Diego de Almagro|\N|-70.05,-26.37,0
Chile|Atacama|El Salvador|\N|-69.62,-26.25,0
Chile|Atacama|Huasco|\N|-71.22,-28.47,0
Chile|Atacama|Freirina|\N|-71.08,-28.51,0
Chile|Bío Bío|Concepción|San Roque|-73.05,-36.83,0
Chile|Bío Bío|Chillán|\N|-72.11,-36.6,0
Chile|Bío Bío|Los Ángeles|Los Angeles|-72.36,-37.46,0
Chile|Bío Bío|Talcahuano|\N|-73.13,-36.74,0
Chile|Bío Bío|Coronel|\N|-73.16,-37.03,0
Chile|Bío Bío|Hualpén|\N|-73.12,-36.78,0
Chile|Bío Bío|Chiguayante|\N|-73.04,-36.9,0
Chile|Bío Bío|Penco|\N|-73,-36.73,0
Chile|Bío Bío|Lota|\N|-73.16,-37.09,0
Chile|Bío Bío|Tomé|\N|-72.96,-36.61,0
Chile|Bío Bío|San Carlos|San Carlos Centro, San Carlos Sud|-71.96,-36.42,0
Chile|Bío Bío|Curanilahue|\N|-73.34,-37.48,0
Chile|Bío Bío|Laja|La Laja|-72.71,-37.28,0
Chile|Bío Bío|Cañete|\N|-73.4,-37.81,0
Chile|Bío Bío|Mulchén|\N|-72.25,-37.72,0
Chile|Bío Bío|Nacimiento|\N|-72.68,-37.5,0
Chile|Bío Bío|Arauco|\N|-73.32,-37.25,0
Chile|Bío Bío|Lebu|\N|-73.65,-37.61,0
Chile|Bío Bío|Los Álamos|Los Alamos|-73.47,-37.62,0
Chile|Bío Bío|Chillán Viejo|\N|-72.13,-36.62,0
Chile|Bío Bío|Hualqui|\N|-72.93,-36.97,0
Chile|Bío Bío|Cabrero|\N|-72.41,-37.04,0
Chile|Bío Bío|Bulnes|\N|-72.3,-36.74,0
Chile|Bío Bío|Yungay|\N|-72.02,-37.12,0
Chile|Bío Bío|Quillón|\N|-72.47,-36.73,0
Chile|Bío Bío|Coelemu|\N|-72.7,-36.48,0
Chile|Bío Bío|Yumbel|\N|-72.56,-37.1,0
Chile|Bío Bío|Coihueco|\N|-71.83,-36.62,0
Chile|Bío Bío|Quirihue|\N|-72.53,-36.28,0
Chile|Bío Bío|Santa Juana|\N|-72.93,-37.17,0
Chile|Bío Bío|Santa Bárbara|\N|-72.02,-37.67,0
Chile|Bío Bío|Huépil|\N|-71.93,-37.23,0
Chile|Bío Bío|Monte Águila|\N|-72.45,-37.07,0
Chile|Bío Bío|Laraquete|\N|-73.18,-37.17,0
Chile|Bío Bío|El Carmen|El Carmen de Atrato|-72.03,-36.9,0
Chile|Bío Bío|Antiguala|\N|-73.38,-37.67,0
Chile|Bío Bío|Florida|\N|-72.67,-36.82,0
Chile|Bío Bío|Pemuco|\N|-72.1,-36.97,0
Chile|Bío Bío|Negrete|\N|-72.52,-37.58,0
Chile|Bío Bío|Dichato|\N|-72.93,-36.55,0
Chile|Bío Bío|Tirúa|\N|-73.5,-38.33,0
Chile|Bío Bío|Pinto|\N|-71.9,-36.7,0
Chile|Bío Bío|Santa Fé|Santa Fe, Santo Tomé, Recreo, San José del Rincón|-72.58,-37.45,0
Chile|Bío Bío|San Rosendo|\N|-72.72,-37.27,0
Chile|Bío Bío|Tucapel|\N|-71.95,-37.28,0
Chile|Bío Bío|Contulmo|\N|-73.23,-38,0
Chile|Bío Bío|Pueblo Seco|\N|-72.1,-36.87,0
Chile|Coquimbo|La Serena|\N|-71.25,-29.9,0
Chile|Coquimbo|Coquimbo|\N|-71.33,-29.96,0
Chile|Coquimbo|Ovalle|\N|-71.2,-30.59,0
Chile|Coquimbo|Illapel|\N|-71.17,-31.63,0
Chile|Coquimbo|Vicuña|\N|-70.74,-30.03,0
Chile|Coquimbo|Salamanca|\N|-70.98,-31.78,0
Chile|Coquimbo|Los Vilos|\N|-71.51,-31.91,0
Chile|Coquimbo|Andacollo|\N|-71.23,-29.16,0
Chile|Coquimbo|El Palqui|\N|-70.98,-30.75,0
Chile|Coquimbo|Monte Patria|\N|-70.96,-30.69,0
Chile|Coquimbo|Combarbalá|\N|-71,-31.18,0
Chile|Coquimbo|Tongoy|\N|-71.49,-30.25,0
Chile|Coquimbo|Sotaquí|\N|-71.13,-30.63,0
Chile|Coquimbo|Punitaqui|\N|-71.25,-30.83,0
Chile|Coquimbo|Cerrillos|Cerrillos Centro Arriba|-71.27,-30.05,0
Chile|Coquimbo|Chañaral Alto|\N|-71,-30.88,0
Chile|Coquimbo|La Chimba|\N|-71.23,-30.62,0
Chile|Libertador General Bernardo O'Higgins|Rancagua|\N|-70.74,-34.17,0
Chile|Libertador General Bernardo O'Higgins|San Fernando|\N|-70.99,-34.58,0
Chile|Libertador General Bernardo O'Higgins|Rengo|\N|-70.87,-34.41,0
Chile|Libertador General Bernardo O'Higgins|Machalí|\N|-70.67,-34.18,0
Chile|Libertador General Bernardo O'Higgins|Graneros|\N|-70.72,-34.07,0
Chile|Libertador General Bernardo O'Higgins|San Vicente|San Vicente de Moravia|-71.08,-34.43,0
Chile|Libertador General Bernardo O'Higgins|Santa Cruz|Santa Cruz de la Sierra|-71.37,-34.63,0
Chile|Libertador General Bernardo O'Higgins|Chimbarongo|\N|-71.05,-34.71,0
Chile|Libertador General Bernardo O'Higgins|Pichilemu|\N|-72,-34.38,0
Chile|Libertador General Bernardo O'Higgins|Lo Miranda|\N|-70.9,-34.18,0
Chile|Libertador General Bernardo O'Higgins|Requínoa|\N|-70.83,-34.28,0
Chile|Libertador General Bernardo O'Higgins|Doñihue|\N|-70.97,-34.23,0
Chile|Libertador General Bernardo O'Higgins|Peumo|\N|-71.17,-34.4,0
Chile|Libertador General Bernardo O'Higgins|Nancagua|\N|-71.22,-34.67,0
Chile|Libertador General Bernardo O'Higgins|Las Cabras|\N|-70.82,-34.27,0
Chile|Libertador General Bernardo O'Higgins|Codegua|\N|-70.67,-34.03,0
Chile|Libertador General Bernardo O'Higgins|Coinco|\N|-70.97,-34.27,0
Chile|Libertador General Bernardo O'Higgins|Coltauco|\N|-71.1,-34.3,0
Chile|Libertador General Bernardo O'Higgins|La Punta|\N|-70.65,-34,0
Chile|Libertador General Bernardo O'Higgins|Gultro|\N|-70.78,-34.2,0
Chile|Libertador General Bernardo O'Higgins|Pichidegua|\N|-71.3,-34.35,0
Chile|Libertador General Bernardo O'Higgins|Peralillo|\N|-71.48,-34.48,0
Chile|Libertador General Bernardo O'Higgins|Los Lirios|\N|-70.78,-34.23,0
Chile|Libertador General Bernardo O'Higgins|Pelequén|\N|-70.92,-34.47,0
Chile|Libertador General Bernardo O'Higgins|Tinguiririca|\N|-70.98,-34.65,0
Chile|Libertador General Bernardo O'Higgins|Marchihue|\N|-71.63,-34.4,0
Chile|Libertador General Bernardo O'Higgins|Placilla|\N|-71.12,-34.63,0
Chile|Los Lagos|Puerto Montt|\N|-72.94,-41.47,0
Chile|Los Lagos|Osorno|\N|-73.16,-40.57,0
Chile|Los Lagos|Valdivia|\N|-73.23,-39.82,0
Chile|Los Lagos|Castro|\N|-73.77,-42.48,0
Chile|Los Lagos|Ancud|San Carlos de Ancud, Ankuñ|-73.83,-41.87,0
Chile|Los Lagos|Puerto Varas|\N|-72.99,-41.33,0
Chile|Los Lagos|La Unión|El Playón|-73.09,-40.29,0
Chile|Los Lagos|Quellón|\N|-73.6,-43.1,0
Chile|Los Lagos|Río Bueno|\N|-72.96,-40.34,0
Chile|Los Lagos|Calbuco|Kallfüko|-73.14,-41.76,0
Chile|Los Lagos|Frutillar|\N|-73.1,-41.12,0
Chile|Los Lagos|Llanquihue|\N|-73.02,-41.25,0
Chile|Los Lagos|Purranque|\N|-73.17,-40.91,0
Chile|Los Lagos|Paillaco|\N|-72.88,-40.07,0
Chile|Los Lagos|Los Lagos|\N|-72.83,-39.85,0
Chile|Los Lagos|San José de la Mariquina|\N|-72.97,-39.52,0
Chile|Los Lagos|Futrono|\N|-72.4,-40.13,0
Chile|Los Lagos|Dalcahue|\N|-73.7,-42.36,0
Chile|Los Lagos|Lanco|\N|-72.77,-39.4,0
Chile|Los Lagos|Los Muermos|\N|-73.48,-41.4,0
Chile|Los Lagos|Fresia|\N|-73.45,-41.15,0
Chile|Los Lagos|Chonchi|\N|-73.81,-42.61,0
Chile|Los Lagos|Río Negro|\N|-73.23,-40.78,0
Chile|Los Lagos|Alerce|\N|-72.93,-41.4,0
Chile|Los Lagos|Maullín|\N|-73.6,-41.62,0
Chile|Los Lagos|Chaitén|\N|-72.67,-42.9,0
Chile|Los Lagos|Achao|\N|-73.52,-42.46,0
Chile|Los Lagos|Máfil|Mafil|-72.95,-39.65,0
Chile|Los Lagos|Puyehue|\N|-72.62,-40.67,0
Chile|Los Lagos|San Pablo|San Pablo de Barva|-73.02,-40.4,0
Chile|Los Lagos|Corral|\N|-73.43,-39.87,0
Chile|Los Lagos|Niebla|\N|-73.4,-39.85,0
Chile|Los Lagos|Río Negro|\N|-72.45,-41.97,0
Chile|Los Lagos|Malalhue|\N|-72.52,-39.53,0
Chile|Los Lagos|Puerto Octay|\N|-72.9,-40.97,0
Chile|Los Lagos|Carelmapu|\N|-73.71,-41.75,0
Chile|Magellanes|Punta Arenas|\N|-70.93,-53.16,0
Chile|Magellanes|Puerto Natales|\N|-72.52,-51.73,0
Chile|Magellanes|Porvenir|\N|-70.37,-53.3,0
Chile|Maule|Talca|\N|-71.66,-35.42,0
Chile|Maule|Curicó|\N|-71.24,-34.98,0
Chile|Maule|Linares|\N|-71.59,-35.84,0
Chile|Maule|Molina|\N|-71.28,-35.11,0
Chile|Maule|Constitución|\N|-72.42,-35.33,0
Chile|Maule|Cauquenes|\N|-72.32,-35.96,0
Chile|Maule|Parral|\N|-71.83,-36.14,0
Chile|Maule|San Javier|San Javier de Loncomilla|-71.74,-35.59,0
Chile|Maule|San Clemente|\N|-71.49,-35.53,0
Chile|Maule|Teno|\N|-71.16,-34.86,0
Chile|Maule|Villa Alegre|\N|-71.75,-35.67,0
Chile|Maule|Hualañé|\N|-71.82,-34.98,0
Chile|Maule|Longaví|\N|-71.69,-35.97,0
Chile|Maule|Maule|\N|-71.7,-35.53,0
Chile|Maule|Sarmiento|\N|-71.22,-34.93,0
Chile|Maule|Romeral|\N|-71.13,-34.97,0
Chile|Maule|Pelluhue|\N|-72.58,-35.82,0
Chile|Maule|Licantén|\N|-72,-34.98,0
Chile|Maule|Huilquilemu|\N|-71.57,-35.45,0
Chile|Maule|Colbún|\N|-71.42,-35.7,0
Chile|Maule|Chanco|\N|-72.53,-35.73,0
Chile|Maule|San Rafael|San Rafael de Oreamuno|-71.53,-35.32,0
Chile|Maule|Rauco|\N|-71.32,-34.93,0
Chile|Maule|Sagrada Familia|\N|-71.38,-35,0
Chile|Maule|Pencahue|\N|-71.82,-35.4,0
Chile|Maule|Curepto|\N|-72.02,-35.08,0
Chile|Maule|Retiro|\N|-71.77,-36.05,0
Chile|Maule|Panguilemo|\N|-71.58,-35.37,0
Chile|Maule|Empedrado|\N|-72.28,-35.6,0
Chile|Metropolitana|Santiago|Santiago de Chile|-70.64,-33.46,0
Chile|Metropolitana|Puente Alto|Puento Alto|-70.57,-33.61,0
Chile|Metropolitana|San Bernardo|\N|-70.7,-33.6,0
Chile|Metropolitana|Peñaflor|\N|-70.92,-33.62,0
Chile|Metropolitana|Talagante|\N|-70.93,-33.66,0
Chile|Metropolitana|Melipilla|\N|-71.22,-33.69,0
Chile|Metropolitana|Buin|\N|-70.75,-33.73,0
Chile|Metropolitana|Padre Hurtado|\N|-70.83,-33.57,0
Chile|Metropolitana|Paine|\N|-70.75,-33.82,0
Chile|Metropolitana|El Monte|\N|-71.02,-33.68,0
Chile|Metropolitana|Lampa|\N|-70.9,-33.28,0
Chile|Metropolitana|Curacaví|\N|-71.15,-33.4,0
Chile|Metropolitana|Batuco|\N|-70.78,-33.22,0
Chile|Metropolitana|Isla de Maipo|\N|-70.9,-33.75,0
Chile|Metropolitana|Hospital|\N|-70.75,-33.87,0
Chile|Metropolitana|La Islita|\N|-70.87,-33.75,0
Chile|Metropolitana|San José de Maipo|\N|-70.37,-33.63,0
Chile|Metropolitana|Pirque|\N|-70.55,-33.63,0
Chile|Metropolitana|El Principal|\N|-70.57,-33.7,0
Chile|Metropolitana|San Ignacio|Santa Elena, Cayo|-70.82,-33.6,0
Chile|Metropolitana|Alto Jahuel|\N|-70.7,-33.73,0
Chile|Metropolitana|Tiltil|\N|-70.93,-33.08,0
Chile|Metropolitana|El Rulo|\N|-70.92,-33.8,0
Chile|Metropolitana|Estación Colina|\N|-70.78,-33.28,0
Chile|Metropolitana|Lo Herrera|\N|-70.77,-33.67,0
Chile|Metropolitana|Viluco|\N|-70.8,-33.78,0
Chile|Metropolitana|Pomaire|\N|-71.17,-33.65,0
Chile|Metropolitana|Huelquén|\N|-70.65,-33.83,0
Chile|Metropolitana|Villa Alhué|\N|-71.1,-34.03,0
Chile|Metropolitana|El Maitén|\N|-71.83,-34.02,0
Chile|Tarapacá|Iquique|\N|-70.14,-20.23,0
Chile|Tarapacá|Arica|San Marcos de Arica|-70.3,-18.49,0
Chile|Tarapacá|Alto Hospicio|\N|-70.12,-20.25,0
Chile|Tarapacá|Pozo Almonte|\N|-69.8,-20.27,0
Chile|Tarapacá|Pica|\N|-69.35,-20.5,0
Chile|Valparaíso|Viña del Mar|\N|-71.55,-33.01,0
Chile|Valparaíso|Valparaíso|\N|-71.64,-33.04,0
Chile|Valparaíso|Quilpué|\N|-71.5,-33.04,0
Chile|Valparaíso|Villa Alemana|\N|-71.36,-33.04,0
Chile|Valparaíso|San Antonio|San Antonio de Belén|-71.61,-33.6,0
Chile|Valparaíso|Quillota|\N|-71.26,-32.88,0
Chile|Valparaíso|Los Andes|\N|-70.6,-32.83,0
Chile|Valparaíso|San Felipe|San Felipe de Aconcagua|-70.72,-32.75,0
Chile|Valparaíso|Calera|La Calera|-71.19,-32.79,0
Chile|Valparaíso|Limache|San Francisco de Limache|-71.27,-33.02,0
Chile|Valparaíso|Concón|\N|-71.52,-32.92,0
Chile|Valparaíso|Cartagena|Cartagena de los Indes, Carthagène|-71.61,-33.55,0
Chile|Valparaíso|Quintero|\N|-71.53,-32.78,0
Chile|Valparaíso|Casablanca|\N|-71.42,-33.32,0
Chile|Valparaíso|La Ligua|\N|-71.24,-32.46,0
Chile|Valparaíso|Llaillay|Llai Llay|-70.95,-32.85,0
Chile|Valparaíso|Placilla de Peñuelas|\N|-71.58,-33.12,0
Chile|Valparaíso|El Quisco|\N|-71.7,-33.4,0
Chile|Valparaíso|La Cruz|\N|-71.35,-32.6,0
Chile|Valparaíso|Olmué|\N|-71.2,-33,0
Chile|Valparaíso|Nogales|\N|-71.22,-32.73,0
Chile|Valparaíso|Cabildo|\N|-71.07,-32.47,0
Chile|Valparaíso|El Melón|\N|-71.21,-32.7,0
Chile|Valparaíso|San Esteban|\N|-70.58,-32.8,0
Chile|Valparaíso|Hijuelas|\N|-71.17,-32.8,0
Chile|Valparaíso|Putaendeo|Putaendo|-70.73,-32.63,0
Chile|Valparaíso|Algarrobo|\N|-71.67,-33.37,0
Chile|Valparaíso|Santa María|Santa María de Dota|-70.67,-32.75,0
Chile|Valparaíso|Catemu|\N|-71.03,-32.63,0
Chile|Valparaíso|Las Ventanas|\N|-71.48,-32.73,0
Chile|Valparaíso|Puchuncaví|\N|-71.41,-32.73,0
Chile|Valparaíso|San Pedro|San Pedro de Jujuy|-71.28,-32.93,0
Chile|Valparaíso|Valle Hermoso|\N|-71.2,-32.45,0
Chile|Valparaíso|Papudo|\N|-71.45,-32.52,0
Chile|Valparaíso|Panquehue|\N|-70.83,-32.8,0
Chile|Valparaíso|Zapallar|\N|-71.47,-32.55,0
Chile|Valparaíso|Petorca|\N|-70.93,-32.25,0
Chile|Valparaíso|Catapilco|\N|-71.28,-32.57,0
Chile|Valparaíso|Curimón|\N|-70.7,-32.78,0
Colombia|Amazonas|Leticia|\N|-69.94,-4.22,0
Colombia|Amazonas|Puerto Nariño|\N|-70.38,-3.77,0
Colombia|Antioquia|Medellín|\N|-75.54,6.29,0
Colombia|Antioquia|Bello|\N|-75.57,6.33,0
Colombia|Antioquia|Itagüí|Itagueí, Itagui|-75.62,6.17,0
Colombia|Antioquia|Envigado|\N|-75.56,6.16,0
Colombia|Antioquia|Apartadó|\N|-76.64,7.89,0
Colombia|Antioquia|Caucasia|\N|-75.21,7.99,0
Colombia|Antioquia|Ríonegro|\N|-75.39,6.16,0
Colombia|Antioquia|Chigorodó|\N|-76.69,7.68,0
Colombia|Antioquia|Copacabana|\N|-75.51,6.35,0
Colombia|Antioquia|Caldas|\N|-75.65,6.11,0
Colombia|Antioquia|Turbo|\N|-76.74,8.1,0
Colombia|Antioquia|La Ceja|\N|-75.44,6.04,0
Colombia|Antioquia|Sabaneta|\N|-75.6,6.15,0
Colombia|Antioquia|Marinilla|\N|-75.34,6.18,0
Colombia|Antioquia|Carepa|\N|-76.66,7.77,0
Colombia|Antioquia|Puerto Berrío|\N|-74.42,6.48,0
Colombia|Antioquia|Segovia|\N|-74.7,7.07,0
Colombia|Antioquia|La Estrella|\N|-75.65,6.17,0
Colombia|Antioquia|El Bagre|\N|-74.81,7.59,0
Colombia|Antioquia|Girardota|\N|-75.45,6.39,0
Colombia|Antioquia|Yarumal|\N|-75.43,6.97,0
Colombia|Antioquia|Carmen de Viboral|El Carmen de Viboral|-75.34,6.09,0
Colombia|Antioquia|Tarazá|\N|-75.35,7.59,0
Colombia|Antioquia|Santuario|El Santuario|-75.27,6.14,0
Colombia|Antioquia|Barbosa|\N|-75.33,6.44,0
Colombia|Antioquia|Andes|\N|-75.88,5.65,0
Colombia|Antioquia|Santa Rosa de Osos|\N|-75.47,6.66,0
Colombia|Antioquia|Guarne|\N|-75.44,6.29,0
Colombia|Antioquia|Bolívar|Ciudad Bolívar|-76.01,5.84,0
Colombia|Antioquia|Urrao|\N|-76.14,6.32,0
Colombia|Antioquia|Zaragoza|\N|-74.86,7.49,0
Colombia|Antioquia|Amagá|\N|-75.71,6.04,0
Colombia|Antioquia|Antioquia|Santafé de Antioquia|-75.83,6.56,0
Colombia|Antioquia|Sonsón|Sonson|-75.32,5.72,0
Colombia|Antioquia|San Pedro de Urabá|San Pedro de Uraba|-76.37,8.27,0
Colombia|Antioquia|Necoclí|\N|-76.79,8.43,0
Colombia|Antioquia|Arboletes|\N|-76.43,8.85,0
Colombia|Antioquia|San Pedro|San Pedro de Jujuy|-75.56,6.46,0
Colombia|Antioquia|Don Matías|\N|-75.4,6.49,0
Colombia|Antioquia|Nechí|\N|-74.77,8.11,0
Colombia|Antioquia|Amalfi|\N|-75.08,6.91,0
Colombia|Antioquia|La Unión|El Playón|-75.37,5.99,0
Colombia|Antioquia|Santa Bárbara|\N|-75.57,5.88,0
Colombia|Antioquia|Retiro|\N|-75.51,6.06,0
Colombia|Antioquia|Remedios|\N|-74.53,7.03,0
Colombia|Antioquia|Peñol|\N|-75.22,6.23,0
Colombia|Antioquia|Yondó|\N|-73.92,7.02,0
Colombia|Antioquia|Titiribí|\N|-75.8,6.07,0
Colombia|Antioquia|Salgar|\N|-75.99,5.97,0
Colombia|Antioquia|Fredonia|\N|-75.67,5.92,0
Colombia|Antioquia|Dabeiba|\N|-76.26,7,0
Colombia|Antioquia|San Vicente|San Vicente de Moravia|-75.34,6.23,0
Colombia|Antioquia|Concordia|\N|-75.92,6.05,0
Colombia|Antioquia|Puerto Nare|La Magdalena|-75.23,6.3,0
Colombia|Antioquia|Yolombó|\N|-75.01,6.6,0
Colombia|Antioquia|San Juan de Urabá|\N|-76.53,8.77,0
Colombia|Antioquia|Jericó|\N|-75.78,5.78,0
Colombia|Antioquia|Cisneros|\N|-75.09,6.55,0
Colombia|Antioquia|Cáceres|\N|-75.35,7.58,0
Colombia|Antioquia|Frontino|\N|-76.13,6.78,0
Colombia|Antioquia|Jardín|\N|-75.82,5.58,0
Colombia|Antioquia|Venecia|\N|-75.72,5.97,0
Colombia|Antioquia|Sopetrán|\N|-75.75,6.5,0
Colombia|Antioquia|Ituango|\N|-75.74,7.19,0
Colombia|Antioquia|Támesis|\N|-75.72,5.67,0
Colombia|Antioquia|La Pintada|\N|-75.6,5.75,0
Colombia|Antioquia|San Roque|\N|-75.02,6.48,0
Colombia|Antioquia|Anorí|\N|-75.07,7.18,0
Colombia|Antioquia|San Carlos|San Carlos Centro, San Carlos Sud|-74.99,6.19,0
Colombia|Antioquia|Abejorral|\N|-75.43,5.8,0
Colombia|Antioquia|Vegachi|\N|-74.8,6.77,0
Colombia|Antioquia|San Rafael|San Rafael de Oreamuno|-75.02,6.31,0
Colombia|Antioquia|Puerto Triunfo|\N|-74.65,5.87,0
Colombia|Antioquia|Gómez Plata|\N|-75.22,6.68,0
Colombia|Antioquia|Betulia|\N|-76,6.12,0
Colombia|Antioquia|Valdivia|\N|-75.4,7.29,0
Colombia|Antioquia|Angelópolis|\N|-75.71,6.11,0
Colombia|Antioquia|Cañasgordas|\N|-76.02,6.75,0
Colombia|Antioquia|Mutatá|\N|-76.44,7.25,0
Colombia|Antioquia|Guachené|\N|-76.38,3.13,0
Colombia|Antioquia|Guatapé|\N|-75.16,6.24,0
Colombia|Antioquia|Entrerríos|Entrerrios|-75.52,6.57,0
Colombia|Antioquia|San Luis|Juana Koslay|-74.99,6.04,0
Colombia|Antioquia|Cocorná|\N|-75.19,6.06,0
Colombia|Antioquia|Granada|\N|-75.19,6.15,0
